,images,labels
0,org/openml/www/datasets/44312/PNU_Micro/images/173030.jpg,7
1,org/openml/www/datasets/44312/PNU_Micro/images/141565.jpg,6
2,org/openml/www/datasets/44312/PNU_Micro/images/14612.jpg,11
3,org/openml/www/datasets/44312/PNU_Micro/images/16897.jpg,17
4,org/openml/www/datasets/44312/PNU_Micro/images/17811.jpg,3
5,org/openml/www/datasets/44312/PNU_Micro/images/102394.jpg,1
6,org/openml/www/datasets/44312/PNU_Micro/images/160665.jpg,2
7,org/openml/www/datasets/44312/PNU_Micro/images/27179.jpg,4
8,org/openml/www/datasets/44312/PNU_Micro/images/17428.jpg,8
9,org/openml/www/datasets/44312/PNU_Micro/images/165497.jpg,15
10,org/openml/www/datasets/44312/PNU_Micro/images/16817.jpg,10
11,org/openml/www/datasets/44312/PNU_Micro/images/180352.jpg,3
12,org/openml/www/datasets/44312/PNU_Micro/images/87288.jpg,6
13,org/openml/www/datasets/44312/PNU_Micro/images/188561.jpg,0
14,org/openml/www/datasets/44312/PNU_Micro/images/84329.jpg,13
15,org/openml/www/datasets/44312/PNU_Micro/images/125156.jpg,17
16,org/openml/www/datasets/44312/PNU_Micro/images/71754.jpg,5
17,org/openml/www/datasets/44312/PNU_Micro/images/49378.jpg,8
18,org/openml/www/datasets/44312/PNU_Micro/images/51791.jpg,9
19,org/openml/www/datasets/44312/PNU_Micro/images/137696.jpg,11
20,org/openml/www/datasets/44312/PNU_Micro/images/69773.jpg,5
21,org/openml/www/datasets/44312/PNU_Micro/images/86204.jpg,14
22,org/openml/www/datasets/44312/PNU_Micro/images/192985.jpg,8
23,org/openml/www/datasets/44312/PNU_Micro/images/30031.jpg,10
24,org/openml/www/datasets/44312/PNU_Micro/images/94639.jpg,6
25,org/openml/www/datasets/44312/PNU_Micro/images/99857.jpg,14
26,org/openml/www/datasets/44312/PNU_Micro/images/32418.jpg,1
27,org/openml/www/datasets/44312/PNU_Micro/images/180856.jpg,5
28,org/openml/www/datasets/44312/PNU_Micro/images/10235.jpg,2
29,org/openml/www/datasets/44312/PNU_Micro/images/42032.jpg,13
30,org/openml/www/datasets/44312/PNU_Micro/images/70428.jpg,3
31,org/openml/www/datasets/44312/PNU_Micro/images/54423.jpg,0
32,org/openml/www/datasets/44312/PNU_Micro/images/86067.jpg,12
33,org/openml/www/datasets/44312/PNU_Micro/images/158417.jpg,7
34,org/openml/www/datasets/44312/PNU_Micro/images/13831.jpg,6
35,org/openml/www/datasets/44312/PNU_Micro/images/127361.jpg,2
36,org/openml/www/datasets/44312/PNU_Micro/images/152286.jpg,9
37,org/openml/www/datasets/44312/PNU_Micro/images/176835.jpg,6
38,org/openml/www/datasets/44312/PNU_Micro/images/196137.jpg,15
39,org/openml/www/datasets/44312/PNU_Micro/images/149969.jpg,3
40,org/openml/www/datasets/44312/PNU_Micro/images/181876.jpg,8
41,org/openml/www/datasets/44312/PNU_Micro/images/129609.jpg,17
42,org/openml/www/datasets/44312/PNU_Micro/images/108351.jpg,9
43,org/openml/www/datasets/44312/PNU_Micro/images/119334.jpg,2
44,org/openml/www/datasets/44312/PNU_Micro/images/22706.jpg,11
45,org/openml/www/datasets/44312/PNU_Micro/images/138437.jpg,9
46,org/openml/www/datasets/44312/PNU_Micro/images/133157.jpg,17
47,org/openml/www/datasets/44312/PNU_Micro/images/182574.jpg,15
48,org/openml/www/datasets/44312/PNU_Micro/images/177760.jpg,18
49,org/openml/www/datasets/44312/PNU_Micro/images/93109.jpg,8
50,org/openml/www/datasets/44312/PNU_Micro/images/120241.jpg,16
51,org/openml/www/datasets/44312/PNU_Micro/images/183944.jpg,6
52,org/openml/www/datasets/44312/PNU_Micro/images/90552.jpg,12
53,org/openml/www/datasets/44312/PNU_Micro/images/183422.jpg,8
54,org/openml/www/datasets/44312/PNU_Micro/images/166027.jpg,18
