,images,labels
0,org/openml/www/datasets/44278/PRT_Micro/images/3075.png,12
1,org/openml/www/datasets/44278/PRT_Micro/images/8812.png,5
2,org/openml/www/datasets/44278/PRT_Micro/images/13872.png,19
3,org/openml/www/datasets/44278/PRT_Micro/images/3935.png,14
4,org/openml/www/datasets/44278/PRT_Micro/images/6889.png,5
5,org/openml/www/datasets/44278/PRT_Micro/images/4542.png,6
6,org/openml/www/datasets/44278/PRT_Micro/images/7315.png,1
7,org/openml/www/datasets/44278/PRT_Micro/images/4168.png,10
8,org/openml/www/datasets/44278/PRT_Micro/images/11238.png,6
9,org/openml/www/datasets/44278/PRT_Micro/images/5575.png,8
10,org/openml/www/datasets/44278/PRT_Micro/images/12207.png,19
11,org/openml/www/datasets/44278/PRT_Micro/images/3291.png,13
12,org/openml/www/datasets/44278/PRT_Micro/images/5986.png,1
13,org/openml/www/datasets/44278/PRT_Micro/images/12628.png,10
14,org/openml/www/datasets/44278/PRT_Micro/images/2523.png,16
15,org/openml/www/datasets/44278/PRT_Micro/images/1326.png,7
16,org/openml/www/datasets/44278/PRT_Micro/images/5171.png,18
17,org/openml/www/datasets/44278/PRT_Micro/images/1262.png,17
18,org/openml/www/datasets/44278/PRT_Micro/images/9236.png,14
19,org/openml/www/datasets/44278/PRT_Micro/images/2040.png,4
20,org/openml/www/datasets/44278/PRT_Micro/images/12843.png,12
21,org/openml/www/datasets/44278/PRT_Micro/images/7761.png,13
22,org/openml/www/datasets/44278/PRT_Micro/images/11281.png,11
23,org/openml/www/datasets/44278/PRT_Micro/images/5497.png,15
24,org/openml/www/datasets/44278/PRT_Micro/images/5260.png,11
25,org/openml/www/datasets/44278/PRT_Micro/images/14810.png,4
26,org/openml/www/datasets/44278/PRT_Micro/images/1958.png,2
27,org/openml/www/datasets/44278/PRT_Micro/images/1589.png,15
28,org/openml/www/datasets/44278/PRT_Micro/images/10521.png,2
29,org/openml/www/datasets/44278/PRT_Micro/images/3974.png,3
30,org/openml/www/datasets/44278/PRT_Micro/images/10858.png,17
31,org/openml/www/datasets/44278/PRT_Micro/images/11032.png,10
32,org/openml/www/datasets/44278/PRT_Micro/images/5360.png,16
33,org/openml/www/datasets/44278/PRT_Micro/images/10024.png,8
34,org/openml/www/datasets/44278/PRT_Micro/images/6611.png,16
35,org/openml/www/datasets/44278/PRT_Micro/images/3171.png,17
36,org/openml/www/datasets/44278/PRT_Micro/images/2106.png,6
37,org/openml/www/datasets/44278/PRT_Micro/images/934.png,0
38,org/openml/www/datasets/44278/PRT_Micro/images/11136.png,19
39,org/openml/www/datasets/44278/PRT_Micro/images/9155.png,10
40,org/openml/www/datasets/44278/PRT_Micro/images/6464.png,13
41,org/openml/www/datasets/44278/PRT_Micro/images/4593.png,14
42,org/openml/www/datasets/44278/PRT_Micro/images/3451.png,11
43,org/openml/www/datasets/44278/PRT_Micro/images/10103.png,15
44,org/openml/www/datasets/44278/PRT_Micro/images/10307.png,16
45,org/openml/www/datasets/44278/PRT_Micro/images/2344.png,15
46,org/openml/www/datasets/44278/PRT_Micro/images/13055.png,5
47,org/openml/www/datasets/44278/PRT_Micro/images/8890.png,10
48,org/openml/www/datasets/44278/PRT_Micro/images/7335.png,13
49,org/openml/www/datasets/44278/PRT_Micro/images/12604.png,12
50,org/openml/www/datasets/44278/PRT_Micro/images/10064.png,14
51,org/openml/www/datasets/44278/PRT_Micro/images/13359.png,16
52,org/openml/www/datasets/44278/PRT_Micro/images/56.png,3
53,org/openml/www/datasets/44278/PRT_Micro/images/11896.png,16
54,org/openml/www/datasets/44278/PRT_Micro/images/10546.png,1
55,org/openml/www/datasets/44278/PRT_Micro/images/655.png,5
56,org/openml/www/datasets/44278/PRT_Micro/images/8416.png,6
57,org/openml/www/datasets/44278/PRT_Micro/images/1189.png,3
58,org/openml/www/datasets/44278/PRT_Micro/images/14561.png,16
59,org/openml/www/datasets/44278/PRT_Micro/images/13085.png,8
60,org/openml/www/datasets/44278/PRT_Micro/images/6254.png,12
61,org/openml/www/datasets/44278/PRT_Micro/images/7328.png,12
62,org/openml/www/datasets/44278/PRT_Micro/images/12701.png,6
63,org/openml/www/datasets/44278/PRT_Micro/images/11716.png,4
64,org/openml/www/datasets/44278/PRT_Micro/images/8961.png,10
65,org/openml/www/datasets/44278/PRT_Micro/images/7396.png,8
66,org/openml/www/datasets/44278/PRT_Micro/images/8500.png,3
67,org/openml/www/datasets/44278/PRT_Micro/images/14764.png,18
68,org/openml/www/datasets/44278/PRT_Micro/images/3645.png,11
69,org/openml/www/datasets/44278/PRT_Micro/images/12410.png,17
70,org/openml/www/datasets/44278/PRT_Micro/images/12574.png,18
71,org/openml/www/datasets/44278/PRT_Micro/images/4658.png,7
72,org/openml/www/datasets/44278/PRT_Micro/images/12432.png,7
73,org/openml/www/datasets/44278/PRT_Micro/images/6914.png,17
74,org/openml/www/datasets/44278/PRT_Micro/images/6905.png,10
75,org/openml/www/datasets/44278/PRT_Micro/images/11522.png,15
76,org/openml/www/datasets/44278/PRT_Micro/images/4556.png,2
77,org/openml/www/datasets/44278/PRT_Micro/images/6220.png,9
78,org/openml/www/datasets/44278/PRT_Micro/images/6987.png,9
79,org/openml/www/datasets/44278/PRT_Micro/images/8918.png,18
80,org/openml/www/datasets/44278/PRT_Micro/images/3715.png,5
81,org/openml/www/datasets/44278/PRT_Micro/images/3615.png,14
82,org/openml/www/datasets/44278/PRT_Micro/images/7540.png,12
83,org/openml/www/datasets/44278/PRT_Micro/images/4894.png,7
84,org/openml/www/datasets/44278/PRT_Micro/images/8495.png,6
85,org/openml/www/datasets/44278/PRT_Micro/images/12975.png,7
86,org/openml/www/datasets/44278/PRT_Micro/images/12763.png,2
87,org/openml/www/datasets/44278/PRT_Micro/images/1603.png,18
88,org/openml/www/datasets/44278/PRT_Micro/images/3700.png,18
89,org/openml/www/datasets/44278/PRT_Micro/images/12567.png,19
90,org/openml/www/datasets/44278/PRT_Micro/images/6293.png,1
91,org/openml/www/datasets/44278/PRT_Micro/images/8785.png,6
92,org/openml/www/datasets/44278/PRT_Micro/images/10552.png,11
93,org/openml/www/datasets/44278/PRT_Micro/images/1437.png,18
94,org/openml/www/datasets/44278/PRT_Micro/images/4677.png,9
95,org/openml/www/datasets/44278/PRT_Micro/images/3289.png,6
96,org/openml/www/datasets/44278/PRT_Micro/images/12738.png,5
97,org/openml/www/datasets/44278/PRT_Micro/images/1266.png,7
98,org/openml/www/datasets/44278/PRT_Micro/images/3797.png,19
99,org/openml/www/datasets/44278/PRT_Micro/images/9545.png,17
100,org/openml/www/datasets/44278/PRT_Micro/images/10447.png,15
101,org/openml/www/datasets/44278/PRT_Micro/images/12569.png,19
102,org/openml/www/datasets/44278/PRT_Micro/images/553.png,9
103,org/openml/www/datasets/44278/PRT_Micro/images/4508.png,19
104,org/openml/www/datasets/44278/PRT_Micro/images/8494.png,5
105,org/openml/www/datasets/44278/PRT_Micro/images/13510.png,11
106,org/openml/www/datasets/44278/PRT_Micro/images/784.png,19
107,org/openml/www/datasets/44278/PRT_Micro/images/11386.png,15
108,org/openml/www/datasets/44278/PRT_Micro/images/10676.png,13
109,org/openml/www/datasets/44278/PRT_Micro/images/14100.png,5
110,org/openml/www/datasets/44278/PRT_Micro/images/12605.png,13
111,org/openml/www/datasets/44278/PRT_Micro/images/14275.png,4
112,org/openml/www/datasets/44278/PRT_Micro/images/14861.png,4
113,org/openml/www/datasets/44278/PRT_Micro/images/970.png,0
114,org/openml/www/datasets/44278/PRT_Micro/images/14241.png,0
115,org/openml/www/datasets/44278/PRT_Micro/images/8273.png,18
116,org/openml/www/datasets/44278/PRT_Micro/images/2332.png,18
117,org/openml/www/datasets/44278/PRT_Micro/images/7716.png,17
118,org/openml/www/datasets/44278/PRT_Micro/images/1466.png,14
119,org/openml/www/datasets/44278/PRT_Micro/images/1191.png,1
120,org/openml/www/datasets/44278/PRT_Micro/images/6990.png,14
121,org/openml/www/datasets/44278/PRT_Micro/images/9322.png,4
122,org/openml/www/datasets/44278/PRT_Micro/images/1236.png,2
123,org/openml/www/datasets/44278/PRT_Micro/images/12663.png,18
124,org/openml/www/datasets/44278/PRT_Micro/images/1976.png,13
125,org/openml/www/datasets/44278/PRT_Micro/images/6778.png,6
126,org/openml/www/datasets/44278/PRT_Micro/images/1250.png,8
127,org/openml/www/datasets/44278/PRT_Micro/images/10079.png,10
