,images,labels
0,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215106_139327_51.png,1
1,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_020044_175396_50.png,15
2,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221306_535073_19.png,11
3,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_004107_449047_18.png,11
4,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225357_676578_6.png,7
5,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_005412_755180_70.png,18
6,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_214943_252889_33.png,17
7,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_224626_326527_8.png,10
8,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225215_874565_63.png,4
9,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_223919_646104_50.png,0
10,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215710_790296_51.png,15
11,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_010236_626522_32.png,17
12,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_011157_014244_51.png,0
13,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225033_905876_43.png,13
14,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_002812_835433_47.png,14
15,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_012921_818664_8.png,10
16,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_223530_019849_22.png,5
17,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225821_121642_36.png,19
18,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221543_003895_47.png,14
19,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225527_908736_70.png,18
20,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234604_735395_62.png,4
21,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234335_335650_50.png,15
22,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215136_891868_16.png,8
23,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225934_210212_33.png,17
24,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_235348_409463_18.png,11
25,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_004107_449047_19.png,11
26,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_014953_975585_9.png,10
27,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_214900_492363_51.png,15
28,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_224930_775190_16.png,3
29,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_230925_518677_50.png,15
30,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_013710_260186_16.png,3
31,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234736_309375_21.png,9
32,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234948_315790_9.png,10
33,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_220224_836538_51.png,0
34,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_231331_055070_22.png,5
35,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_020044_175396_43.png,13
36,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215415_056122_51.png,0
37,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_231318_900539_21.png,9
38,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_235940_648824_50.png,1
39,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_233844_616490_51.png,0
40,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_233140_078463_32.png,17
41,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_231331_055070_36.png,6
42,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_223634_111634_7.png,7
43,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_012609_624837_37.png,6
44,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221025_986039_71.png,18
45,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215640_476514_37.png,19
46,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234539_591986_1.png,2
47,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221543_003895_46.png,14
48,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_230300_050528_9.png,10
49,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225554_529939_50.png,0
50,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_004447_695960_46.png,14
51,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_005006_825854_23.png,5
52,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_015901_258115_36.png,19
53,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_224300_328985_20.png,16
54,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225158_882104_0.png,2
55,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_231944_400125_50.png,15
56,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225721_618813_67.png,12
57,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221446_574688_37.png,19
58,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221543_003895_42.png,13
59,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_224457_189346_17.png,8
60,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215851_406450_62.png,4
61,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225313_245272_21.png,9
62,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_020432_959600_63.png,4
63,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_003334_118236_23.png,5
64,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_003206_933657_51.png,1
65,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_001129_751341_47.png,14
66,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225821_121642_37.png,19
67,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_012550_493080_16.png,8
68,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_215040_890499_63.png,4
69,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_002651_070726_37.png,19
70,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234539_591986_0.png,2
71,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234437_268379_33.png,17
72,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_011934_816025_50.png,15
73,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_003334_118236_37.png,6
74,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_232235_478041_36.png,6
75,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_001651_596960_23.png,5
76,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_010637_861524_23.png,5
77,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_015150_004940_71.png,18
78,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_004951_896494_21.png,9
79,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221743_571349_0.png,2
80,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_220655_833320_62.png,4
81,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_001523_089671_51.png,1
82,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_004447_695960_50.png,15
83,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_002812_835433_46.png,14
84,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_011934_816025_43.png,13
85,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_001437_118569_62.png,4
86,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_234839_832083_6.png,7
87,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_223129_727187_20.png,16
88,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_220517_670300_50.png,15
89,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_223800_815597_9.png,10
90,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_015608_636023_67.png,12
91,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_221642_968945_20.png,16
92,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_225241_269471_51.png,1
93,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210624_224711_382293_70.png,18
94,org/openml/www/datasets/44243/MD_MIX_Micro/images/20210625_015742_165277_16.png,3
