,images,labels
0,org/openml/www/datasets/44247/ACT_40_Micro/images/14958.jpg,16
1,org/openml/www/datasets/44247/ACT_40_Micro/images/61761.jpg,10
2,org/openml/www/datasets/44247/ACT_40_Micro/images/192793.jpg,2
3,org/openml/www/datasets/44247/ACT_40_Micro/images/38471.jpg,4
4,org/openml/www/datasets/44247/ACT_40_Micro/images/77219.jpg,19
5,org/openml/www/datasets/44247/ACT_40_Micro/images/135699.jpg,19
6,org/openml/www/datasets/44247/ACT_40_Micro/images/192155.jpg,8
7,org/openml/www/datasets/44247/ACT_40_Micro/images/134431.jpg,15
8,org/openml/www/datasets/44247/ACT_40_Micro/images/76802.jpg,8
9,org/openml/www/datasets/44247/ACT_40_Micro/images/106417.jpg,15
10,org/openml/www/datasets/44247/ACT_40_Micro/images/188011.jpg,15
11,org/openml/www/datasets/44247/ACT_40_Micro/images/95880.jpg,7
12,org/openml/www/datasets/44247/ACT_40_Micro/images/83066.jpg,6
13,org/openml/www/datasets/44247/ACT_40_Micro/images/179598.jpg,12
14,org/openml/www/datasets/44247/ACT_40_Micro/images/71976.jpg,15
15,org/openml/www/datasets/44247/ACT_40_Micro/images/158236.jpg,16
16,org/openml/www/datasets/44247/ACT_40_Micro/images/92400.jpg,2
17,org/openml/www/datasets/44247/ACT_40_Micro/images/34569.jpg,15
18,org/openml/www/datasets/44247/ACT_40_Micro/images/41001.jpg,19
19,org/openml/www/datasets/44247/ACT_40_Micro/images/77942.jpg,5
20,org/openml/www/datasets/44247/ACT_40_Micro/images/121594.jpg,9
21,org/openml/www/datasets/44247/ACT_40_Micro/images/42792.jpg,0
22,org/openml/www/datasets/44247/ACT_40_Micro/images/48119.jpg,5
23,org/openml/www/datasets/44247/ACT_40_Micro/images/58679.jpg,2
24,org/openml/www/datasets/44247/ACT_40_Micro/images/119274.jpg,9
25,org/openml/www/datasets/44247/ACT_40_Micro/images/137892.jpg,19
26,org/openml/www/datasets/44247/ACT_40_Micro/images/76889.jpg,7
27,org/openml/www/datasets/44247/ACT_40_Micro/images/124036.jpg,17
28,org/openml/www/datasets/44247/ACT_40_Micro/images/124892.jpg,4
29,org/openml/www/datasets/44247/ACT_40_Micro/images/112591.jpg,9
30,org/openml/www/datasets/44247/ACT_40_Micro/images/189742.jpg,11
31,org/openml/www/datasets/44247/ACT_40_Micro/images/64240.jpg,8
32,org/openml/www/datasets/44247/ACT_40_Micro/images/43344.jpg,3
33,org/openml/www/datasets/44247/ACT_40_Micro/images/159007.jpg,10
34,org/openml/www/datasets/44247/ACT_40_Micro/images/179674.jpg,14
35,org/openml/www/datasets/44247/ACT_40_Micro/images/144011.jpg,10
36,org/openml/www/datasets/44247/ACT_40_Micro/images/141498.jpg,9
37,org/openml/www/datasets/44247/ACT_40_Micro/images/63435.jpg,9
38,org/openml/www/datasets/44247/ACT_40_Micro/images/150419.jpg,2
39,org/openml/www/datasets/44247/ACT_40_Micro/images/48199.jpg,5
40,org/openml/www/datasets/44247/ACT_40_Micro/images/100438.jpg,17
41,org/openml/www/datasets/44247/ACT_40_Micro/images/121975.jpg,11
42,org/openml/www/datasets/44247/ACT_40_Micro/images/194752.jpg,14
