,images,labels
0,org/openml/www/datasets/44273/PLT_DOC_Micro/images/5728.jpg,14
1,org/openml/www/datasets/44273/PLT_DOC_Micro/images/6843.jpg,11
2,org/openml/www/datasets/44273/PLT_DOC_Micro/images/5267.jpg,11
3,org/openml/www/datasets/44273/PLT_DOC_Micro/images/9341.jpg,15
4,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8613.jpg,2
5,org/openml/www/datasets/44273/PLT_DOC_Micro/images/14766.jpg,18
6,org/openml/www/datasets/44273/PLT_DOC_Micro/images/12005.jpg,17
7,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8466.jpg,4
8,org/openml/www/datasets/44273/PLT_DOC_Micro/images/14870.jpg,5
9,org/openml/www/datasets/44273/PLT_DOC_Micro/images/15805.jpg,0
10,org/openml/www/datasets/44273/PLT_DOC_Micro/images/16734.jpg,1
11,org/openml/www/datasets/44273/PLT_DOC_Micro/images/11666.jpg,14
12,org/openml/www/datasets/44273/PLT_DOC_Micro/images/14460.jpg,11
13,org/openml/www/datasets/44273/PLT_DOC_Micro/images/17573.jpg,17
14,org/openml/www/datasets/44273/PLT_DOC_Micro/images/1711.jpg,16
15,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8262.jpg,17
16,org/openml/www/datasets/44273/PLT_DOC_Micro/images/5796.jpg,1
17,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18873.jpg,0
18,org/openml/www/datasets/44273/PLT_DOC_Micro/images/15051.jpg,3
19,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18195.jpg,1
20,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18682.jpg,10
21,org/openml/www/datasets/44273/PLT_DOC_Micro/images/15926.jpg,1
22,org/openml/www/datasets/44273/PLT_DOC_Micro/images/6576.jpg,8
23,org/openml/www/datasets/44273/PLT_DOC_Micro/images/13072.jpg,0
24,org/openml/www/datasets/44273/PLT_DOC_Micro/images/15753.jpg,0
25,org/openml/www/datasets/44273/PLT_DOC_Micro/images/3663.jpg,16
26,org/openml/www/datasets/44273/PLT_DOC_Micro/images/12583.jpg,2
27,org/openml/www/datasets/44273/PLT_DOC_Micro/images/17822.jpg,17
28,org/openml/www/datasets/44273/PLT_DOC_Micro/images/5790.jpg,5
29,org/openml/www/datasets/44273/PLT_DOC_Micro/images/15176.jpg,2
30,org/openml/www/datasets/44273/PLT_DOC_Micro/images/19874.jpg,18
31,org/openml/www/datasets/44273/PLT_DOC_Micro/images/7218.jpg,13
32,org/openml/www/datasets/44273/PLT_DOC_Micro/images/11081.jpg,12
33,org/openml/www/datasets/44273/PLT_DOC_Micro/images/10607.jpg,14
34,org/openml/www/datasets/44273/PLT_DOC_Micro/images/7497.jpg,14
35,org/openml/www/datasets/44273/PLT_DOC_Micro/images/16753.jpg,5
36,org/openml/www/datasets/44273/PLT_DOC_Micro/images/9820.jpg,12
37,org/openml/www/datasets/44273/PLT_DOC_Micro/images/1542.jpg,14
38,org/openml/www/datasets/44273/PLT_DOC_Micro/images/4713.jpg,1
39,org/openml/www/datasets/44273/PLT_DOC_Micro/images/3239.jpg,12
40,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18851.jpg,11
41,org/openml/www/datasets/44273/PLT_DOC_Micro/images/10662.jpg,18
42,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8083.jpg,14
43,org/openml/www/datasets/44273/PLT_DOC_Micro/images/10926.jpg,6
44,org/openml/www/datasets/44273/PLT_DOC_Micro/images/19829.jpg,9
45,org/openml/www/datasets/44273/PLT_DOC_Micro/images/2402.jpg,12
46,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8406.jpg,10
47,org/openml/www/datasets/44273/PLT_DOC_Micro/images/14618.jpg,11
48,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18028.jpg,4
49,org/openml/www/datasets/44273/PLT_DOC_Micro/images/6842.jpg,9
50,org/openml/www/datasets/44273/PLT_DOC_Micro/images/8537.jpg,17
51,org/openml/www/datasets/44273/PLT_DOC_Micro/images/10268.jpg,2
52,org/openml/www/datasets/44273/PLT_DOC_Micro/images/4412.jpg,2
53,org/openml/www/datasets/44273/PLT_DOC_Micro/images/18660.jpg,2
54,org/openml/www/datasets/44273/PLT_DOC_Micro/images/13199.jpg,9
55,org/openml/www/datasets/44273/PLT_DOC_Micro/images/1881.jpg,13
