,images,labels
0,org/openml/www/datasets/44248/INS_2_Micro/images/29888.jpg,10
1,org/openml/www/datasets/44248/INS_2_Micro/images/65496.jpg,6
2,org/openml/www/datasets/44248/INS_2_Micro/images/31726.jpg,13
3,org/openml/www/datasets/44248/INS_2_Micro/images/05560.jpg,19
4,org/openml/www/datasets/44248/INS_2_Micro/images/04684.jpg,12
5,org/openml/www/datasets/44248/INS_2_Micro/images/37123.jpg,11
6,org/openml/www/datasets/44248/INS_2_Micro/images/37688.jpg,11
7,org/openml/www/datasets/44248/INS_2_Micro/images/04719.jpg,12
8,org/openml/www/datasets/44248/INS_2_Micro/images/43714.jpg,5
9,org/openml/www/datasets/44248/INS_2_Micro/images/39968.jpg,8
10,org/openml/www/datasets/44248/INS_2_Micro/images/26092.jpg,14
11,org/openml/www/datasets/44248/INS_2_Micro/images/05789.jpg,19
12,org/openml/www/datasets/44248/INS_2_Micro/images/39214.jpg,8
13,org/openml/www/datasets/44248/INS_2_Micro/images/59249.jpg,2
14,org/openml/www/datasets/44248/INS_2_Micro/images/39131.jpg,8
15,org/openml/www/datasets/44248/INS_2_Micro/images/30298.jpg,9
16,org/openml/www/datasets/44248/INS_2_Micro/images/59388.jpg,2
17,org/openml/www/datasets/44248/INS_2_Micro/images/38132.jpg,11
18,org/openml/www/datasets/44248/INS_2_Micro/images/05561.jpg,19
19,org/openml/www/datasets/44248/INS_2_Micro/images/30369.jpg,9
20,org/openml/www/datasets/44248/INS_2_Micro/images/60858.jpg,3
21,org/openml/www/datasets/44248/INS_2_Micro/images/04906.jpg,12
22,org/openml/www/datasets/44248/INS_2_Micro/images/29986.jpg,10
23,org/openml/www/datasets/44248/INS_2_Micro/images/64627.jpg,4
24,org/openml/www/datasets/44248/INS_2_Micro/images/13219.jpg,15
25,org/openml/www/datasets/44248/INS_2_Micro/images/59591.jpg,2
26,org/openml/www/datasets/44248/INS_2_Micro/images/31090.jpg,13
27,org/openml/www/datasets/44248/INS_2_Micro/images/29991.jpg,10
28,org/openml/www/datasets/44248/INS_2_Micro/images/39978.jpg,8
29,org/openml/www/datasets/44248/INS_2_Micro/images/01752.jpg,16
30,org/openml/www/datasets/44248/INS_2_Micro/images/05468.jpg,19
31,org/openml/www/datasets/44248/INS_2_Micro/images/43641.jpg,5
32,org/openml/www/datasets/44248/INS_2_Micro/images/29877.jpg,10
33,org/openml/www/datasets/44248/INS_2_Micro/images/43588.jpg,5
34,org/openml/www/datasets/44248/INS_2_Micro/images/31744.jpg,13
35,org/openml/www/datasets/44248/INS_2_Micro/images/59610.jpg,2
36,org/openml/www/datasets/44248/INS_2_Micro/images/61873.jpg,7
37,org/openml/www/datasets/44248/INS_2_Micro/images/13208.jpg,15
38,org/openml/www/datasets/44248/INS_2_Micro/images/39795.jpg,8
39,org/openml/www/datasets/44248/INS_2_Micro/images/29907.jpg,10
40,org/openml/www/datasets/44248/INS_2_Micro/images/12955.jpg,15
41,org/openml/www/datasets/44248/INS_2_Micro/images/38612.jpg,11
42,org/openml/www/datasets/44248/INS_2_Micro/images/60849.jpg,3
43,org/openml/www/datasets/44248/INS_2_Micro/images/30400.jpg,9
44,org/openml/www/datasets/44248/INS_2_Micro/images/43432.jpg,5
45,org/openml/www/datasets/44248/INS_2_Micro/images/05095.jpg,12
46,org/openml/www/datasets/44248/INS_2_Micro/images/04846.jpg,12
47,org/openml/www/datasets/44248/INS_2_Micro/images/01606.jpg,16
48,org/openml/www/datasets/44248/INS_2_Micro/images/59275.jpg,2
49,org/openml/www/datasets/44248/INS_2_Micro/images/42953.jpg,1
50,org/openml/www/datasets/44248/INS_2_Micro/images/04777.jpg,12
51,org/openml/www/datasets/44248/INS_2_Micro/images/13194.jpg,15
52,org/openml/www/datasets/44248/INS_2_Micro/images/25551.jpg,18
53,org/openml/www/datasets/44248/INS_2_Micro/images/51467.jpg,0
54,org/openml/www/datasets/44248/INS_2_Micro/images/61939.jpg,7
55,org/openml/www/datasets/44248/INS_2_Micro/images/13088.jpg,15
56,org/openml/www/datasets/44248/INS_2_Micro/images/25461.jpg,18
57,org/openml/www/datasets/44248/INS_2_Micro/images/26144.jpg,14
58,org/openml/www/datasets/44248/INS_2_Micro/images/13077.jpg,15
59,org/openml/www/datasets/44248/INS_2_Micro/images/65934.jpg,6
60,org/openml/www/datasets/44248/INS_2_Micro/images/26503.jpg,14
61,org/openml/www/datasets/44248/INS_2_Micro/images/39754.jpg,8
62,org/openml/www/datasets/44248/INS_2_Micro/images/30874.jpg,13
63,org/openml/www/datasets/44248/INS_2_Micro/images/31382.jpg,13
64,org/openml/www/datasets/44248/INS_2_Micro/images/39463.jpg,8
65,org/openml/www/datasets/44248/INS_2_Micro/images/43832.jpg,17
66,org/openml/www/datasets/44248/INS_2_Micro/images/05268.jpg,19
67,org/openml/www/datasets/44248/INS_2_Micro/images/25582.jpg,18
68,org/openml/www/datasets/44248/INS_2_Micro/images/59345.jpg,2
69,org/openml/www/datasets/44248/INS_2_Micro/images/43463.jpg,5
70,org/openml/www/datasets/44248/INS_2_Micro/images/13273.jpg,15
71,org/openml/www/datasets/44248/INS_2_Micro/images/51797.jpg,0
72,org/openml/www/datasets/44248/INS_2_Micro/images/61726.jpg,7
73,org/openml/www/datasets/44248/INS_2_Micro/images/31307.jpg,13
74,org/openml/www/datasets/44248/INS_2_Micro/images/64552.jpg,4
75,org/openml/www/datasets/44248/INS_2_Micro/images/30557.jpg,9
76,org/openml/www/datasets/44248/INS_2_Micro/images/04501.jpg,12
77,org/openml/www/datasets/44248/INS_2_Micro/images/59426.jpg,2
78,org/openml/www/datasets/44248/INS_2_Micro/images/01693.jpg,16
79,org/openml/www/datasets/44248/INS_2_Micro/images/12820.jpg,15
80,org/openml/www/datasets/44248/INS_2_Micro/images/51088.jpg,0
81,org/openml/www/datasets/44248/INS_2_Micro/images/39534.jpg,8
82,org/openml/www/datasets/44248/INS_2_Micro/images/52252.jpg,0
83,org/openml/www/datasets/44248/INS_2_Micro/images/12960.jpg,15
84,org/openml/www/datasets/44248/INS_2_Micro/images/01700.jpg,16
85,org/openml/www/datasets/44248/INS_2_Micro/images/52313.jpg,0
86,org/openml/www/datasets/44248/INS_2_Micro/images/61808.jpg,7
87,org/openml/www/datasets/44248/INS_2_Micro/images/43817.jpg,17
88,org/openml/www/datasets/44248/INS_2_Micro/images/26005.jpg,14
89,org/openml/www/datasets/44248/INS_2_Micro/images/62081.jpg,7
90,org/openml/www/datasets/44248/INS_2_Micro/images/01698.jpg,16
91,org/openml/www/datasets/44248/INS_2_Micro/images/26339.jpg,14
92,org/openml/www/datasets/44248/INS_2_Micro/images/64328.jpg,4
93,org/openml/www/datasets/44248/INS_2_Micro/images/39388.jpg,8
94,org/openml/www/datasets/44248/INS_2_Micro/images/51561.jpg,0
95,org/openml/www/datasets/44248/INS_2_Micro/images/64359.jpg,4
96,org/openml/www/datasets/44248/INS_2_Micro/images/39301.jpg,8
97,org/openml/www/datasets/44248/INS_2_Micro/images/30019.jpg,10
98,org/openml/www/datasets/44248/INS_2_Micro/images/66130.jpg,6
99,org/openml/www/datasets/44248/INS_2_Micro/images/64695.jpg,4
100,org/openml/www/datasets/44248/INS_2_Micro/images/43597.jpg,5
101,org/openml/www/datasets/44248/INS_2_Micro/images/26327.jpg,14
102,org/openml/www/datasets/44248/INS_2_Micro/images/26457.jpg,14
103,org/openml/www/datasets/44248/INS_2_Micro/images/05261.jpg,19
104,org/openml/www/datasets/44248/INS_2_Micro/images/05762.jpg,19
105,org/openml/www/datasets/44248/INS_2_Micro/images/39329.jpg,8
106,org/openml/www/datasets/44248/INS_2_Micro/images/51103.jpg,0
107,org/openml/www/datasets/44248/INS_2_Micro/images/05180.jpg,19
108,org/openml/www/datasets/44248/INS_2_Micro/images/26349.jpg,14
109,org/openml/www/datasets/44248/INS_2_Micro/images/30947.jpg,13
110,org/openml/www/datasets/44248/INS_2_Micro/images/25567.jpg,18
