,images,labels
0,org/openml/www/datasets/44249/PLT_NET_Micro/images/d3778aad215c826e5f91c8e9ea768793613c1cc0.jpg,11
1,org/openml/www/datasets/44249/PLT_NET_Micro/images/144435f9471e6b243c93065cec28b72af8eb163c.jpg,18
2,org/openml/www/datasets/44249/PLT_NET_Micro/images/5f53cd5917e167babfc680d2ea7e5cc2ae284a5b.jpg,19
3,org/openml/www/datasets/44249/PLT_NET_Micro/images/2d70f7be5fd0df7de96d5ec656a0eb7c382a2275.jpg,8
4,org/openml/www/datasets/44249/PLT_NET_Micro/images/860e8fc62c593797992b10073d8f958803e9f4f4.jpg,4
5,org/openml/www/datasets/44249/PLT_NET_Micro/images/250d2524a82b48fb7056b249603f035df64894a5.jpg,9
6,org/openml/www/datasets/44249/PLT_NET_Micro/images/85fefeacb17e2f6669bc716e396c73302574eab8.jpg,8
7,org/openml/www/datasets/44249/PLT_NET_Micro/images/6bc495687e4925c657ce275e0d6b4f1060e4c3f2.jpg,10
8,org/openml/www/datasets/44249/PLT_NET_Micro/images/06bcc71f8dfd76a873f83b96a82cb0b475c39ab6.jpg,7
9,org/openml/www/datasets/44249/PLT_NET_Micro/images/263b42749928b5eab60d497012ca906145dc2ccb.jpg,12
10,org/openml/www/datasets/44249/PLT_NET_Micro/images/59e0fc17ffc8b7ca754c0cd71e2ce18c89d9dd47.jpg,6
11,org/openml/www/datasets/44249/PLT_NET_Micro/images/7bc29458bed0714dc3f878d8fa820837a6e00c3d.jpg,17
12,org/openml/www/datasets/44249/PLT_NET_Micro/images/3d28cc02f5b07bd52ba279c2cc8d056f939ec838.jpg,3
13,org/openml/www/datasets/44249/PLT_NET_Micro/images/6062555e962fd81f8e421844dd51cd0fc5ad08c6.jpg,9
14,org/openml/www/datasets/44249/PLT_NET_Micro/images/d82f4d92537dfdc8872da397c6b248fe36950346.jpg,15
15,org/openml/www/datasets/44249/PLT_NET_Micro/images/f42223f8bb017677d127a4b6621cc9d3762ef847.jpg,15
16,org/openml/www/datasets/44249/PLT_NET_Micro/images/694ed4d2d74d02f0b27021a5257d23f92268ea7b.jpg,9
17,org/openml/www/datasets/44249/PLT_NET_Micro/images/3203a99de79931c348628624aaf943e1a796d8c0.jpg,16
18,org/openml/www/datasets/44249/PLT_NET_Micro/images/f88b132c80ec8b9d0be96c4da813c442e782715b.jpg,10
19,org/openml/www/datasets/44249/PLT_NET_Micro/images/2a25bcb0fbc855589340b8ff207c4ad632e3496f.jpg,14
20,org/openml/www/datasets/44249/PLT_NET_Micro/images/b2ab2d8bbf2ab21e3a5227d6b085e7dd3c98f575.jpg,4
21,org/openml/www/datasets/44249/PLT_NET_Micro/images/732ea1abcccf652a2b6aa6a8fc18425cc772eb35.jpg,1
22,org/openml/www/datasets/44249/PLT_NET_Micro/images/8d21b55883b5a1ad472d4c3152cf583c316f843d.jpg,2
23,org/openml/www/datasets/44249/PLT_NET_Micro/images/7c90ffab03e91cc26fdbc1f4ba1aba0f8e22da6d.jpg,2
24,org/openml/www/datasets/44249/PLT_NET_Micro/images/8ce74ff6bd5c6611df791b608bba9b9906dee1d0.jpg,1
