,images,labels
0,org/openml/www/datasets/44250/TEX_DTD_Micro/images/40a75b93-3346-4852-a32e-17bc41619268.jpg,1
1,org/openml/www/datasets/44250/TEX_DTD_Micro/images/fef88299-d809-42c4-8835-ed4a00e14aad.jpg,10
2,org/openml/www/datasets/44250/TEX_DTD_Micro/images/cbb1dd25-a8bf-4ed8-b719-69266f7b903b.jpg,18
3,org/openml/www/datasets/44250/TEX_DTD_Micro/images/e3590062-716b-41c0-96f8-0c894383da37.jpg,19
4,org/openml/www/datasets/44250/TEX_DTD_Micro/images/0307ebaf-9847-422a-96d5-27208f1d37f5.jpg,8
5,org/openml/www/datasets/44250/TEX_DTD_Micro/images/2ecb58e0-75b4-4ccb-b90d-a3c84b0d6adc.jpg,11
6,org/openml/www/datasets/44250/TEX_DTD_Micro/images/c6267647-4b69-4f78-ad04-5fd5933001bc.jpg,13
7,org/openml/www/datasets/44250/TEX_DTD_Micro/images/93821d92-d864-41aa-baec-32a009500620.jpg,17
8,org/openml/www/datasets/44250/TEX_DTD_Micro/images/0d28e37e-db70-493a-a98b-817ebb8799af.jpg,11
9,org/openml/www/datasets/44250/TEX_DTD_Micro/images/42975581-2294-40ff-923e-c9caa6714f37.jpg,3
10,org/openml/www/datasets/44250/TEX_DTD_Micro/images/0eb82103-508f-4c42-8728-0367242789c7.jpg,2
11,org/openml/www/datasets/44250/TEX_DTD_Micro/images/8c20f75d-a518-4bad-a77f-6647f1c3f63d.jpg,8
12,org/openml/www/datasets/44250/TEX_DTD_Micro/images/85c64078-3ed2-405c-b655-ddc62912f42b.jpg,4
13,org/openml/www/datasets/44250/TEX_DTD_Micro/images/d7c96eb9-9eeb-4a84-99dc-9efa1715941b.jpg,17
14,org/openml/www/datasets/44250/TEX_DTD_Micro/images/fd9771ab-47fe-4c18-90a1-d0fa630bbffe.jpg,2
15,org/openml/www/datasets/44250/TEX_DTD_Micro/images/36f5d653-2d15-47db-9380-9eca12047657.jpg,7
16,org/openml/www/datasets/44250/TEX_DTD_Micro/images/1df5f1fb-0e30-4dcd-8adb-612541d388a4.jpg,17
17,org/openml/www/datasets/44250/TEX_DTD_Micro/images/47442dfb-5480-495b-a23d-6d48da2bd8b2.jpg,0
18,org/openml/www/datasets/44250/TEX_DTD_Micro/images/6f91a6cb-daa5-4241-a94a-6eced97ac572.jpg,14
19,org/openml/www/datasets/44250/TEX_DTD_Micro/images/aee2a1c7-a85f-4c1b-b46d-d3556692e81d.jpg,18
20,org/openml/www/datasets/44250/TEX_DTD_Micro/images/3591c603-3f10-407b-96e5-94a809a496bf.jpg,18
21,org/openml/www/datasets/44250/TEX_DTD_Micro/images/9925d8ef-1fde-44bb-b610-13a77eb34a96.jpg,9
22,org/openml/www/datasets/44250/TEX_DTD_Micro/images/6b0571ac-66ed-4db0-a588-4b5631371bc7.jpg,17
23,org/openml/www/datasets/44250/TEX_DTD_Micro/images/9a19cbc3-de5b-46e6-9c50-603261ff29ec.jpg,11
24,org/openml/www/datasets/44250/TEX_DTD_Micro/images/389a5b63-2671-48d9-80c6-6279e7d9b8c8.jpg,7
25,org/openml/www/datasets/44250/TEX_DTD_Micro/images/01ec10d1-7dbc-467b-a9ae-27f35af0f35a.jpg,2
26,org/openml/www/datasets/44250/TEX_DTD_Micro/images/8423f68b-f9ec-452b-84af-8fd4a0787366.jpg,8
27,org/openml/www/datasets/44250/TEX_DTD_Micro/images/82c3faac-f36f-40c4-94ac-58f5a3b2401c.jpg,17
28,org/openml/www/datasets/44250/TEX_DTD_Micro/images/0d0570b9-922b-4a3d-a87b-6534d5350ebe.jpg,6
29,org/openml/www/datasets/44250/TEX_DTD_Micro/images/107e2170-5639-4a58-869e-87ae64557c16.jpg,18
30,org/openml/www/datasets/44250/TEX_DTD_Micro/images/9f85f716-04c9-4218-a08d-a3861240c229.jpg,6
31,org/openml/www/datasets/44250/TEX_DTD_Micro/images/3b2e5215-376e-497d-ae47-0c1cf742334a.jpg,9
32,org/openml/www/datasets/44250/TEX_DTD_Micro/images/dbf0dcd8-4dfc-4a24-b3f6-c9ce0c32e6e6.jpg,3
33,org/openml/www/datasets/44250/TEX_DTD_Micro/images/c984752d-34de-4d15-93fc-38c57621d292.jpg,2
34,org/openml/www/datasets/44250/TEX_DTD_Micro/images/df95c90a-17df-4652-a261-34a565fe53e1.jpg,15
35,org/openml/www/datasets/44250/TEX_DTD_Micro/images/4cf4232c-8e1d-41ea-8f9a-2867156154a4.jpg,15
36,org/openml/www/datasets/44250/TEX_DTD_Micro/images/98b15451-251c-4866-8377-e2788131c4e7.jpg,18
37,org/openml/www/datasets/44250/TEX_DTD_Micro/images/2e257993-970e-4308-a00f-7ed713f30ece.jpg,3
38,org/openml/www/datasets/44250/TEX_DTD_Micro/images/2ede09b3-e1d3-4e7d-8b0c-d3f763a1d14d.jpg,11
39,org/openml/www/datasets/44250/TEX_DTD_Micro/images/c3bfde49-030f-4fa3-bc8b-643d037d2e3e.jpg,10
40,org/openml/www/datasets/44250/TEX_DTD_Micro/images/f753bf54-4c5e-40b0-b3b5-566f869ec97f.jpg,17
41,org/openml/www/datasets/44250/TEX_DTD_Micro/images/9a78d76f-fa89-47b9-a916-f778744b623e.jpg,18
42,org/openml/www/datasets/44250/TEX_DTD_Micro/images/2fb80665-d642-498f-a2ac-3d46532d277f.jpg,4
43,org/openml/www/datasets/44250/TEX_DTD_Micro/images/e268458e-3090-4dcd-8b98-c25892b6946d.jpg,1
