,images,labels
0,org/openml/www/datasets/44246/RESISC_Micro/images/44801.jpg,16
1,org/openml/www/datasets/44246/RESISC_Micro/images/65277.jpg,1
2,org/openml/www/datasets/44246/RESISC_Micro/images/166773.jpg,2
3,org/openml/www/datasets/44246/RESISC_Micro/images/68968.jpg,5
4,org/openml/www/datasets/44246/RESISC_Micro/images/96287.jpg,18
5,org/openml/www/datasets/44246/RESISC_Micro/images/143472.jpg,0
6,org/openml/www/datasets/44246/RESISC_Micro/images/80967.jpg,1
7,org/openml/www/datasets/44246/RESISC_Micro/images/143540.jpg,18
8,org/openml/www/datasets/44246/RESISC_Micro/images/58232.jpg,8
9,org/openml/www/datasets/44246/RESISC_Micro/images/50050.jpg,8
10,org/openml/www/datasets/44246/RESISC_Micro/images/132553.jpg,19
11,org/openml/www/datasets/44246/RESISC_Micro/images/37266.jpg,7
12,org/openml/www/datasets/44246/RESISC_Micro/images/122098.jpg,1
13,org/openml/www/datasets/44246/RESISC_Micro/images/107889.jpg,18
14,org/openml/www/datasets/44246/RESISC_Micro/images/33072.jpg,4
15,org/openml/www/datasets/44246/RESISC_Micro/images/196454.jpg,7
16,org/openml/www/datasets/44246/RESISC_Micro/images/12589.jpg,11
17,org/openml/www/datasets/44246/RESISC_Micro/images/35727.jpg,14
18,org/openml/www/datasets/44246/RESISC_Micro/images/140282.jpg,10
19,org/openml/www/datasets/44246/RESISC_Micro/images/42787.jpg,8
20,org/openml/www/datasets/44246/RESISC_Micro/images/60274.jpg,15
21,org/openml/www/datasets/44246/RESISC_Micro/images/144510.jpg,12
22,org/openml/www/datasets/44246/RESISC_Micro/images/90087.jpg,1
23,org/openml/www/datasets/44246/RESISC_Micro/images/49390.jpg,12
24,org/openml/www/datasets/44246/RESISC_Micro/images/123917.jpg,12
25,org/openml/www/datasets/44246/RESISC_Micro/images/164442.jpg,5
26,org/openml/www/datasets/44246/RESISC_Micro/images/168214.jpg,2
27,org/openml/www/datasets/44246/RESISC_Micro/images/108245.jpg,7
28,org/openml/www/datasets/44246/RESISC_Micro/images/94225.jpg,19
29,org/openml/www/datasets/44246/RESISC_Micro/images/99976.jpg,7
30,org/openml/www/datasets/44246/RESISC_Micro/images/141222.jpg,4
31,org/openml/www/datasets/44246/RESISC_Micro/images/70951.jpg,1
32,org/openml/www/datasets/44246/RESISC_Micro/images/131804.jpg,1
33,org/openml/www/datasets/44246/RESISC_Micro/images/30831.jpg,14
34,org/openml/www/datasets/44246/RESISC_Micro/images/11926.jpg,19
35,org/openml/www/datasets/44246/RESISC_Micro/images/186339.jpg,0
36,org/openml/www/datasets/44246/RESISC_Micro/images/104140.jpg,12
37,org/openml/www/datasets/44246/RESISC_Micro/images/194686.jpg,14
