,images,labels
0,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2006_272_032408_02687.png,6
1,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2010_275_091508_00343.png,19
2,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2014_060_060318_01998.png,9
3,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2011_255_203841_02756.png,18
4,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2007_101_201540_00376.png,16
5,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2010_262_003932_02264.png,19
6,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_056_161935_00164.png,6
7,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2010_036_175129_00833.png,8
8,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_235_180640_04690.png,7
9,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_194_135924_02182.png,11
10,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_235_182951_04954.png,19
11,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2013_302_170210_01537.png,5
12,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2010_262_081747_03911.png,19
13,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2014_353_200517_04597.png,9
14,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_001_022623_02135.png,13
15,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_067_024525_02512.png,13
16,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2010_135_181300_01121.png,2
17,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2013_057_135924_00166.png,8
18,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2010_135_172635_04235.png,2
19,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_133_003400_01215.png,6
20,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_237_195716_01134.png,17
21,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2006_361_002458_02336.png,13
22,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_235_185303_03478.png,7
23,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2007_059_221306_00718.png,5
24,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2007_032_183908_01541.png,2
25,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2012_167_170412_01404.png,2
26,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2011_304_184510_04428.png,6
27,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2010_141_161721_00361.png,2
28,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_180_192347_02362.png,10
29,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_343_175211_03770.png,9
30,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2010_295_054038_02308.png,0
31,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_111_025550_02227.png,6
32,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_236_005047_02086.png,17
33,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2010_240_160500_05462.png,7
34,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2011_030_185732_03767.png,10
35,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2011_247_011327_02788.png,19
36,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2011_180_184835_02126.png,4
37,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2013_057_133610_00408.png,8
38,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_199_143321_07435.png,17
39,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_343_175211_02874.png,3
40,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_030_174951_00590.png,10
41,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2009_225_161700_02145.png,4
42,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_001_033128_01399.png,13
43,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2008_240_190615_00714.png,7
44,org/openml/www/datasets/44238/PLK_Micro/images/IFCB5_2013_127_200102_05102.png,16
45,org/openml/www/datasets/44238/PLK_Micro/images/IFCB1_2012_269_201802_00584.png,6
